"annotation_id","annotator","created_at","id","label","lead_time","text","updated_at"
41,"1","2025-01-24T14:40:45.086760Z",14548,"[{""start"":0,""end"":6,""text"":""Delhi "",""labels"":[""PROPN""]},{""start"":6,""end"":10,""text"":""Rain"",""labels"":[""NOUN""]},{""start"":10,""end"":11,""text"":"":"",""labels"":[""X""]},{""start"":12,""end"":14,""text"":""SC"",""labels"":[""PROPN""]},{""start"":15,""end"":19,""text"":""बोला"",""labels"":[""VERB""]},{""start"":19,""end"":20,""text"":""-"",""labels"":[""X""]},{""start"":21,""end"":25,""text"":""हमें"",""labels"":[""PRON""]},{""start"":26,""end"":31,""text"":""नतीजे"",""labels"":[""NOUN""]},{""start"":32,""end"":37,""text"":""चाहिए"",""labels"":[""VERB""]},{""start"":37,""end"":38,""text"":"","",""labels"":[""X""]},{""start"":39,""end"":47,""text"":""केजरीवाल"",""labels"":[""PROPN""]},{""start"":48,""end"":53,""text"":""सरकार"",""labels"":[""NOUN""]},{""start"":54,""end"":58,""text"":""बोली"",""labels"":[""VERB""]},{""start"":58,""end"":60,""text"":""- "",""labels"":[""X""]},{""start"":60,""end"":65,""text"":""बारिश"",""labels"":[""NOUN""]},{""start"":66,""end"":68,""text"":""से"",""labels"":[""ADP""]},{""start"":69,""end"":72,""text"":""एयर"",""labels"":[""NOUN""]},{""start"":73,""end"":81,""text"":""क्वालिटी"",""labels"":[""PROPN""]},{""start"":82,""end"":87,""text"":""बेहतर"",""labels"":[""ADJ""]}]",243.837,"Delhi Rain: SC बोला- हमें नतीजे चाहिए, केजरीवाल सरकार बोली- बारिश से एयर क्वालिटी बेहतर.","2025-01-24T14:40:45.086760Z"
32,"1","2025-01-24T14:09:37.276442Z",14549,"[{""start"":0,""end"":3,""text"":""PM "",""labels"":[""PROPN""]},{""start"":3,""end"":7,""text"":""कोई "",""labels"":[""PRON""]},{""start"":7,""end"":9,""text"":""भी"",""labels"":[""PART""]},{""start"":10,""end"":14,""text"":""होता"",""labels"":[""VERB""]},{""start"":16,""end"":20,""text"":""G20 "",""labels"":[""PROPN""]},{""start"":20,""end"":22,""text"":""तो"",""labels"":[""PART""]},{""start"":23,""end"":27,""text"":""होना"",""labels"":[""VERB""]},{""start"":28,""end"":30,""text"":""ही"",""labels"":[""PART""]},{""start"":31,""end"":33,""text"":""था"",""labels"":[""VERB""]},{""start"":33,""end"":36,""text"":""..."",""labels"":[""X""]},{""start"":37,""end"":42,""text"":""Modi "",""labels"":[""PROPN""]},{""start"":42,""end"":44,""text"":""का"",""labels"":[""ADP""]},{""start"":45,""end"":50,""text"":""इतना "",""labels"":[""ADV""]},{""start"":50,""end"":60,""text"":""महिमामंडन "",""labels"":[""NOUN""]},{""start"":60,""end"":65,""text"":""क्यों"",""labels"":[""PRON_WH""]},{""start"":65,""end"":66,""text"":""?"",""labels"":[""X""]},{""start"":67,""end"":68,""text"":""|"",""labels"":[""X""]},{""start"":69,""end"":73,""text"":""G20 "",""labels"":[""PROPN""]},{""start"":73,""end"":80,""text"":""Summit "",""labels"":[""PROPN""]},{""start"":80,""end"":85,""text"":""India"",""labels"":[""NOUN""]}]",494.851,"PM कोई भी होता, G20 तो होना ही था... Modi का इतना महिमामंडन क्यों? | G20 Summit India","2025-01-24T14:09:37.276442Z"
33,"1","2025-01-24T14:14:00.549228Z",14550,"[{""start"":0,""end"":8,""text"":""Priyanka"",""labels"":[""PROPN""]},{""start"":9,""end"":16,""text"":""Gandhi "",""labels"":[""PROPN""]},{""start"":16,""end"":19,""text"":""ने "",""labels"":[""ADP""]},{""start"":19,""end"":23,""text"":""बताई"",""labels"":[""VERB""]},{""start"":24,""end"":31,""text"":""नेताओं "",""labels"":[""NOUN""]},{""start"":31,""end"":34,""text"":""की "",""labels"":[""ADP""]},{""start"":34,""end"":39,""text"":""पहचान"",""labels"":[""NOUN""]},{""start"":39,""end"":40,""text"":"","",""labels"":[""X""]},{""start"":41,""end"":45,""text"":""नेता"",""labels"":[""NOUN""]},{""start"":46,""end"":47,""text"":""2"",""labels"":[""NUM""]},{""start"":48,""end"":51,""text"":""तरह"",""labels"":[""NOUN""]},{""start"":52,""end"":54,""text"":""के"",""labels"":[""ADP""]},{""start"":55,""end"":60,""text"":""होते "",""labels"":[""VERB""]},{""start"":60,""end"":63,""text"":""हैं"",""labels"":[""VERB""]},{""start"":65,""end"":67,""text"":"". "",""labels"":[""X""]},{""start"":63,""end"":64,""text"":""."",""labels"":[""X""]},{""start"":64,""end"":65,""text"":""."",""labels"":[""X""]},{""start"":69,""end"":78,""text"":""Rajasthan"",""labels"":[""PROPN""]},{""start"":81,""end"":84,""text"":""CM "",""labels"":[""PROPN""]},{""start"":84,""end"":90,""text"":""Ashok "",""labels"":[""PROPN""]},{""start"":90,""end"":96,""text"":""Gehlot"",""labels"":[""PROPN""]},{""start"":67,""end"":68,""text"":""|"",""labels"":[""X""]},{""start"":79,""end"":80,""text"":""|"",""labels"":[""X""]}]",249.817,"Priyanka Gandhi ने बताई नेताओं की पहचान, नेता 2 तरह के होते हैं... | Rajasthan | CM Ashok Gehlot","2025-01-24T14:14:00.549228Z"
34,"1","2025-01-24T14:15:55.166966Z",14551,"[{""start"":0,""end"":9,""text"":""Priyanka "",""labels"":[""PROPN""]},{""start"":9,""end"":16,""text"":""Gandhi "",""labels"":[""PROPN""]},{""start"":16,""end"":19,""text"":""ने "",""labels"":[""ADV""]},{""start"":19,""end"":22,""text"":""की "",""labels"":[""ADV""]},{""start"":22,""end"":32,""text"":""Rajasthan "",""labels"":[""NOUN""]},{""start"":32,""end"":35,""text"":""की "",""labels"":[""ADP""]},{""start"":35,""end"":40,""text"":""तारीफ"",""labels"":[""NOUN""]},{""start"":41,""end"":42,""text"":""."",""labels"":[""X""]},{""start"":40,""end"":41,""text"":""."",""labels"":[""X""]},{""start"":43,""end"":50,""text"":""कर्तव्य"",""labels"":[""PROPN""]},{""start"":52,""end"":56,""text"":""सेवा"",""labels"":[""NOUN""]},{""start"":57,""end"":59,""text"":""और"",""labels"":[""CONJ""]},{""start"":60,""end"":66,""text"":""वीरता "",""labels"":[""NOUN""]},{""start"":66,""end"":68,""text"":""की"",""labels"":[""ADP""]},{""start"":69,""end"":75,""text"":""मिसाल "",""labels"":[""NOUN""]},{""start"":75,""end"":78,""text"":""है "",""labels"":[""VERB""]},{""start"":78,""end"":86,""text"":""राजस्थान"",""labels"":[""NOUN""]},{""start"":86,""end"":87,""text"":""।"",""labels"":[""X""]}]",112.977,"Priyanka Gandhi ने की Rajasthan की तारीफ.. कर्तव्य, सेवा और वीरता की मिसाल है राजस्थान।","2025-01-24T14:15:55.166966Z"
35,"1","2025-01-24T14:21:08.154985Z",14552,"[{""start"":0,""end"":2,""text"":""जो"",""labels"":[""PRON_WH""]},{""start"":3,""end"":8,""text"":""भारत "",""labels"":[""PROPN""]},{""start"":8,""end"":10,""text"":""है"",""labels"":[""VERB""]},{""start"":11,""end"":14,""text"":""वही"",""labels"":[""PRON""]},{""start"":15,""end"":20,""text"":""INDIA"",""labels"":[""PROPN""]},{""start"":21,""end"":23,""text"":""है"",""labels"":[""X""]},{""start"":23,""end"":24,""text"":"","",""labels"":[""X""]},{""start"":25,""end"":27,""text"":""जो"",""labels"":[""PRON_WH""]},{""start"":28,""end"":34,""text"":""INDIA "",""labels"":[""PROPN""]},{""start"":34,""end"":36,""text"":""है"",""labels"":[""VERB""]},{""start"":37,""end"":41,""text"":""वही "",""labels"":[""PRON""]},{""start"":41,""end"":46,""text"":""भारत "",""labels"":[""PROPN""]},{""start"":46,""end"":48,""text"":""है"",""labels"":[""VERB""]},{""start"":48,""end"":49,""text"":"","",""labels"":[""X""]},{""start"":50,""end"":54,""text"":""जैसे"",""labels"":[""ADP""]},{""start"":55,""end"":57,""text"":""जो"",""labels"":[""ADP""]},{""start"":58,""end"":63,""text"":""अडानी"",""labels"":[""PROPN""]},{""start"":64,""end"":66,""text"":""है"",""labels"":[""VERB""]},{""start"":67,""end"":70,""text"":""वही"",""labels"":[""PRON""]},{""start"":71,""end"":76,""text"":""मोदी "",""labels"":[""PROPN""]},{""start"":76,""end"":78,""text"":""है"",""labels"":[""VERB""]},{""start"":78,""end"":80,""text"":""'-"",""labels"":[""X""]},{""start"":81,""end"":98,""text"":""Imran Pratapgarhi"",""labels"":[""PROPN""]}]",311.023,"जो भारत है वही INDIA है, जो INDIA है वही भारत है, जैसे जो अडानी है वही मोदी है'- Imran Pratapgarhi","2025-01-24T14:21:08.154985Z"
36,"1","2025-01-24T14:23:49.083739Z",14553,"[{""start"":0,""end"":4,""text"":""G20 "",""labels"":[""PROPN""]},{""start"":11,""end"":18,""text"":""PM Modi"",""labels"":[""PROPN""]},{""start"":4,""end"":7,""text"":""के "",""labels"":[""ADP""]},{""start"":7,""end"":11,""text"":""लिए "",""labels"":[""ADP""]},{""start"":19,""end"":22,""text"":""ने "",""labels"":[""ADP""]},{""start"":22,""end"":27,""text"":""भारत "",""labels"":[""PROPN""]},{""start"":27,""end"":30,""text"":""के "",""labels"":[""ADP""]},{""start"":30,""end"":37,""text"":""गरीबों "",""labels"":[""NOUN""]},{""start"":37,""end"":39,""text"":""को"",""labels"":[""ADP""]},{""start"":40,""end"":45,""text"":""रुला "",""labels"":[""VERB""]},{""start"":45,""end"":49,""text"":""दिया"",""labels"":[""VERB""]},{""start"":49,""end"":50,""text"":""।"",""labels"":[""X""]},{""start"":51,""end"":57,""text"":""Delhi "",""labels"":[""PROPN""]},{""start"":57,""end"":62,""text"":""Slum "",""labels"":[""PROPN""]},{""start"":62,""end"":69,""text"":""Covered"",""labels"":[""VERB""]},{""start"":70,""end"":71,""text"":""|"",""labels"":[""X""]},{""start"":72,""end"":79,""text"":""Street "",""labels"":[""NOUN""]},{""start"":79,""end"":84,""text"":""Dogs "",""labels"":[""NOUN""]},{""start"":84,""end"":85,""text"":""|"",""labels"":[""X""]},{""start"":86,""end"":89,""text"":""G20"",""labels"":[""PROPN""]},{""start"":90,""end"":96,""text"":""Summit"",""labels"":[""PROPN""]}]",157.785,"G20 के लिए PM Modi ने भारत के गरीबों को रुला दिया। Delhi Slum Covered | Street Dogs | G20 Summit","2025-01-24T14:23:49.083739Z"
37,"1","2025-01-24T14:25:59.682890Z",14554,"[{""start"":0,""end"":6,""text"":""थोड़ी "",""labels"":[""ADJ""]},{""start"":6,""end"":8,""text"":""सी"",""labels"":[""PART""]},{""start"":9,""end"":15,""text"":""बारिश "",""labels"":[""NOUN""]},{""start"":15,""end"":18,""text"":""में"",""labels"":[""ADP""]},{""start"":19,""end"":21,""text"":""ही"",""labels"":[""PART""]},{""start"":22,""end"":25,""text"":""G20"",""labels"":[""PROPN""]},{""start"":26,""end"":33,""text"":""सम्मेलन"",""labels"":[""NOUN""]},{""start"":34,""end"":38,""text"":""स्थल"",""labels"":[""NOUN""]},{""start"":39,""end"":48,""text"":""पानी-पानी"",""labels"":[""NOUN""]},{""start"":49,""end"":52,""text"":""हो "",""labels"":[""VERB""]},{""start"":52,""end"":55,""text"":""गया"",""labels"":[""VERB""]},{""start"":55,""end"":56,""text"":"","",""labels"":[""X""]},{""start"":57,""end"":62,""text"":""Modi "",""labels"":[""NOUN""]},{""start"":62,""end"":64,""text"":""जी"",""labels"":[""PRON""]},{""start"":65,""end"":71,""text"":""अहंकार"",""labels"":[""NOUN""]},{""start"":72,""end"":74,""text"":""मत"",""labels"":[""PART_NEG""]},{""start"":75,""end"":78,""text"":""करो"",""labels"":[""VERB""]},{""start"":78,""end"":81,""text"":""..."",""labels"":[""X""]},{""start"":82,""end"":83,""text"":""|"",""labels"":[""X""]},{""start"":84,""end"":99,""text"":""Priyanka Gandhi"",""labels"":[""PROPN""]}]",128.868,"थोड़ी सी बारिश में ही G20 सम्मेलन स्थल पानी-पानी हो गया, Modi जी अहंकार मत करो... | Priyanka Gandhi","2025-01-24T14:25:59.682890Z"
38,"1","2025-01-24T14:30:09.512033Z",14555,"[{""start"":0,""end"":3,""text"":""CM "",""labels"":[""PROPN""]},{""start"":3,""end"":9,""text"":""Ashok "",""labels"":[""PROPN""]},{""start"":9,""end"":16,""text"":""Gehlot "",""labels"":[""PROPN""]},{""start"":16,""end"":19,""text"":""ने "",""labels"":[""ADP""]},{""start"":19,""end"":24,""text"":""बताई "",""labels"":[""VERB""]},{""start"":24,""end"":29,""text"":""क्या "",""labels"":[""PRON_WH""]},{""start"":29,""end"":33,""text"":""हैं "",""labels"":[""VERB""]},{""start"":33,""end"":37,""text"":""उनकी"",""labels"":[""PRON""]},{""start"":38,""end"":42,""text"":""ज़िद"",""labels"":[""NOUN""]},{""start"":42,""end"":45,""text"":""..."",""labels"":[""X""]},{""start"":46,""end"":47,""text"":""|"",""labels"":[""X""]},{""start"":48,""end"":52,""text"":""Full"",""labels"":[""ADJ""]},{""start"":53,""end"":60,""text"":""Speech "",""labels"":[""NOUN""]},{""start"":62,""end"":72,""text"":""Rajasthan "",""labels"":[""PROPN""]},{""start"":72,""end"":81,""text"":""Election "",""labels"":[""NOUN""]},{""start"":81,""end"":82,""text"":""|"",""labels"":[""X""]},{""start"":83,""end"":87,""text"":""अशोक"",""labels"":[""PROPN""]},{""start"":88,""end"":93,""text"":""गहलोत"",""labels"":[""PROPN""]}]",247.637,"CM Ashok Gehlot ने बताई क्या हैं उनकी ज़िद... | Full Speech | Rajasthan Election | अशोक गहलोत","2025-01-24T14:30:09.512033Z"
39,"1","2025-01-24T14:32:57.997906Z",14556,"[{""start"":0,""end"":5,""text"":""Modi "",""labels"":[""PROPN""]},{""start"":5,""end"":7,""text"":""जी"",""labels"":[""PRON""]},{""start"":8,""end"":11,""text"":""अब "",""labels"":[""ADV""]},{""start"":11,""end"":13,""text"":""तो"",""labels"":[""PART""]},{""start"":14,""end"":20,""text"":""भगवान "",""labels"":[""NOUN""]},{""start"":20,""end"":22,""text"":""भी"",""labels"":[""PART""]},{""start"":23,""end"":25,""text"":""कह"",""labels"":[""VERB""]},{""start"":26,""end"":30,""text"":""रहे "",""labels"":[""VERB""]},{""start"":30,""end"":34,""text"":""हैं "",""labels"":[""VERB""]},{""start"":34,""end"":41,""text"":""अहंकार "",""labels"":[""NOUN""]},{""start"":41,""end"":44,""text"":""कम "",""labels"":[""ADJ""]},{""start"":44,""end"":47,""text"":""कर "",""labels"":[""VERB""]},{""start"":47,""end"":49,""text"":""दो"",""labels"":[""VERB""]},{""start"":49,""end"":52,""text"":""..."",""labels"":[""X""]},{""start"":53,""end"":62,""text"":""Priyanka "",""labels"":[""PROPN""]},{""start"":62,""end"":69,""text"":""Gandhi "",""labels"":[""PROPN""]},{""start"":69,""end"":74,""text"":""Full "",""labels"":[""ADJ""]},{""start"":74,""end"":81,""text"":""Speech "",""labels"":[""NOUN""]},{""start"":81,""end"":82,""text"":""|"",""labels"":[""X""]},{""start"":83,""end"":92,""text"":""Rajasthan"",""labels"":[""PROPN""]}]",166.751,"Modi जी अब तो भगवान भी कह रहे हैं अहंकार कम कर दो... Priyanka Gandhi Full Speech | Rajasthan","2025-01-24T14:32:57.997906Z"
40,"1","2025-01-24T14:35:20.756336Z",14557,"[{""start"":0,""end"":7,""text"":""Indira "",""labels"":[""PROPN""]},{""start"":7,""end"":14,""text"":""Gandhi "",""labels"":[""PROPN""]},{""start"":14,""end"":16,""text"":""को"",""labels"":[""ADP""]},{""start"":17,""end"":20,""text"":""याद"",""labels"":[""VERB""]},{""start"":21,""end"":24,""text"":""कर "",""labels"":[""VERB""]},{""start"":24,""end"":35,""text"":""Sukhjinder "",""labels"":[""PROPN""]},{""start"":35,""end"":41,""text"":""Singh "",""labels"":[""PROPN""]},{""start"":41,""end"":50,""text"":""Randhawa "",""labels"":[""PROPN""]},{""start"":50,""end"":53,""text"":""ने "",""labels"":[""ADP""]},{""start"":53,""end"":62,""text"":""Priyanka "",""labels"":[""PROPN""]},{""start"":62,""end"":69,""text"":""Gandhi "",""labels"":[""PROPN""]},{""start"":69,""end"":72,""text"":""के "",""labels"":[""ADP""]},{""start"":72,""end"":78,""text"":""सामने "",""labels"":[""NOUN""]},{""start"":78,""end"":81,""text"":""कही"",""labels"":[""VERB""]},{""start"":82,""end"":87,""text"":""बड़ी "",""labels"":[""ADJ""]},{""start"":87,""end"":90,""text"":""बात"",""labels"":[""NOUN""]},{""start"":90,""end"":91,""text"":""।"",""labels"":[""X""]}]",141.024,"Indira Gandhi को याद कर Sukhjinder Singh Randhawa ने Priyanka Gandhi के सामने कही बड़ी बात।","2025-01-24T14:35:20.756336Z"
